datetime,nb_total_net_buy,nb_total_buy,nb_total_sell
2017-02-21,13.1423,34.1803,21.038
2017-02-22,10.7675,31.207600000000003,20.4401
2017-02-23,14.136600000000001,34.6365,20.499899999999997
2017-02-24,7.7148,27.7011,19.9863
2017-02-27,3.7498,32.1306,28.3808
2017-02-28,1.5026,24.3066,22.804000000000002
2017-03-01,8.9289,28.522800000000004,19.5939
2017-03-02,3.9168000000000003,33.7572,29.8404
2017-03-03,1.2819999999999998,31.487399999999997,30.2054
2017-03-06,2.5778,28.9593,26.381500000000003
2017-03-07,3.0321,33.200500000000005,30.168400000000002
2017-03-08,0.6022,29.1896,28.5874
2017-03-09,-19.1218,25.3807,44.5025
2017-03-10,-8.4266,30.4595,38.8861
2017-03-13,7.186699999999999,36.3589,29.172199999999997
2017-03-14,-9.9215,27.4573,37.3788
2017-03-15,3.5561000000000003,33.591100000000004,30.035
2017-03-16,17.7923,38.0616,20.2693
2017-03-17,12.0551,50.876099999999994,38.821
2017-03-20,15.6699,42.1625,26.492600000000003
2017-03-21,8.74,42.318999999999996,33.579
2017-03-22,5.261799999999999,37.8723,32.6105
2017-03-23,16.8768,47.0276,30.1508
2017-03-24,17.253,49.1342,31.8812
2017-03-27,3.1777999999999995,41.618900000000004,38.4411
2017-03-28,8.809,38.321,29.511999999999997
2017-03-29,2.6604,33.9649,31.304499999999997
2017-03-30,11.8037,44.1292,32.325500000000005
2017-03-31,-2.0005,31.8471,33.8476
2017-04-05,13.994100000000001,61.3516,47.3575
2017-04-06,-0.0258,40.5082,40.534
2017-04-07,4.4914,39.1869,34.6955
2017-04-10,7.3991,42.3796,34.9805
2017-04-11,-4.7544,42.2625,47.01689999999999
2017-04-12,-3.5509,41.6522,45.203100000000006
2017-04-18,0.2419,54.1034,53.8615
