instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_pct_chg,nb_net_buy_ratio
SH601068,2024-08-16,,,,
SZ000987,2024-08-16,,,,
SH603306,2024-08-16,,,,
SZ000969,2024-08-16,,,,
SZ002527,2024-08-16,,,,
SZ301308,2024-08-16,,,,
SZ002091,2024-08-16,,,,
SZ301090,2024-08-16,,,,
SH600550,2024-08-16,,,,
SZ300748,2024-08-16,,,,
SH688366,2024-08-16,,,,
SH600259,2024-08-16,,,,
SZ300055,2024-08-16,,,,
SH601949,2024-08-16,,,,
SH600416,2024-08-16,,,,
SZ300507,2024-08-16,,,,
SZ002440,2024-08-16,,,,
SZ003012,2024-08-16,,,,
SZ300285,2024-08-16,,,,
SH601020,2024-08-16,,,,
SZ300087,2024-08-16,,,,
SZ000025,2024-08-16,,,,
SH600098,2024-08-16,,,,
SZ300618,2024-08-16,,,,
SH600073,2024-08-16,,,,
SZ301333,2024-08-16,,,,
SZ002511,2024-08-16,,,,
SH688707,2024-08-16,,,,
SZ300184,2024-08-16,,,,
SH688385,2024-08-16,,,,
SZ301358,2024-08-16,,,,
SH601158,2024-08-16,,,,
SH601990,2024-08-16,,,,
SH688518,2024-08-16,,,,
SH600496,2024-08-16,,,,
SZ000967,2024-08-16,,,,
SZ002277,2024-08-16,,,,
SZ002648,2024-08-16,,,,
SZ000062,2024-08-16,,,,
SZ300222,2024-08-16,,,,
SZ300109,2024-08-16,,,,
SZ002079,2024-08-16,,,,
SH600596,2024-08-16,,,,
SZ300151,2024-08-16,,,,
SZ000902,2024-08-16,,,,
SH601858,2024-08-16,,,,
SZ002128,2024-08-16,,,,
SZ001389,2024-08-16,,,,
SH603650,2024-08-16,,,,
SZ000993,2024-08-16,,,,
SZ300182,2024-08-16,,,,
SH600300,2024-08-16,,,,
SH603379,2024-08-16,,,,
SH601111,2024-08-16,,,,
SH600305,2024-08-16,,,,
SH600740,2024-08-16,,,,
SH603348,2024-08-16,,,,
SZ002429,2024-08-16,,,,
SH600984,2024-08-16,,,,
SZ300025,2024-08-16,,,,
SZ000869,2024-08-16,,,,
SH600428,2024-08-16,,,,
SH688082,2024-08-16,,,,
SH600482,2024-08-16,,,,
SH601311,2024-08-16,,,,
SH601866,2024-08-16,,,,
SH601360,2024-08-16,,,,
SH600368,2024-08-16,,,,
SH600468,2024-08-16,,,,
SZ002108,2024-08-16,,,,
SZ002073,2024-08-16,,,,
SZ301291,2024-08-16,,,,
SZ301172,2024-08-16,,,,
SZ002891,2024-08-16,,,,
SZ300047,2024-08-16,,,,
SH605118,2024-08-16,,,,
SZ002163,2024-08-16,,,,
SH601369,2024-08-16,,,,
SH603083,2024-08-16,,,,
SH688023,2024-08-16,,,,
SH600053,2024-08-16,,,,
SZ000049,2024-08-16,,,,
SZ002320,2024-08-16,,,,
SH603663,2024-08-16,,,,
SZ300332,2024-08-16,,,,
SZ000738,2024-08-16,,,,
SH600604,2024-08-16,,,,
SH600580,2024-08-16,,,,
SH600207,2024-08-16,,,,
SH603605,2024-08-16,,,,
SH600284,2024-08-16,,,,
SH600691,2024-08-16,,,,
SZ300102,2024-08-16,,,,
SZ002421,2024-08-16,,,,
SZ002121,2024-08-16,,,,
SZ002707,2024-08-16,,,,
SH601801,2024-08-16,,,,
SZ002945,2024-08-16,,,,
SZ300145,2024-08-16,,,,
SZ000697,2024-08-16,,,,
SZ300661,2024-08-16,,,,
SZ301219,2024-08-16,,,,
SH600475,2024-08-16,,,,
SZ300432,2024-08-16,,,,
SH688303,2024-08-16,,,,
SH603100,2024-08-16,,,,
SZ001203,2024-08-16,,,,
SZ002284,2024-08-16,,,,
SH688183,2024-08-16,,,,
SH600509,2024-08-16,,,,
SZ000927,2024-08-16,,,,
SH601678,2024-08-16,,,,
SZ000301,2024-08-16,,,,
SZ300841,2024-08-16,,,,
SZ002345,2024-08-16,,,,
SZ300355,2024-08-16,,,,
SZ002470,2024-08-16,,,,
SH600586,2024-08-16,,,,
SH603317,2024-08-16,,,,
SH600058,2024-08-16,,,,
SH600478,2024-08-16,,,,
SZ002926,2024-08-16,,,,
SZ002033,2024-08-16,,,,
SZ300307,2024-08-16,,,,
SZ002122,2024-08-16,,,,
SH600548,2024-08-16,,,,
SH603888,2024-08-16,,,,
SH688200,2024-08-16,,,,
SH600523,2024-08-16,,,,
SZ002646,2024-08-16,,,,
SH603505,2024-08-16,,,,
SZ000767,2024-08-16,,,,
SZ002514,2024-08-16,,,,
SH600860,2024-08-16,,,,
SZ300008,2024-08-16,,,,
SZ002645,2024-08-16,,,,
SH688567,2024-08-16,,,,
SH601577,2024-08-16,,,,
SH600995,2024-08-16,,,,
SZ002007,2024-08-16,,,,
SH600839,2024-08-16,,,,
SZ002544,2024-08-16,,,,
SH600585,2024-08-16,,,,
SZ002233,2024-08-16,,,,
SH600663,2024-08-16,,,,
SH600929,2024-08-16,,,,
SH688543,2024-08-16,,,,
SZ301251,2024-08-16,,,,
SZ002413,2024-08-16,,,,
SH600025,2024-08-16,,,,
SZ300570,2024-08-16,,,,
SZ002044,2024-08-16,,,,
SZ300894,2024-08-16,,,,
SZ000088,2024-08-16,,,,
SZ000060,2024-08-16,,,,
SH600508,2024-08-16,,,,
SH688409,2024-08-16,,,,
SZ003039,2024-08-16,,,,
SH600606,2024-08-16,,,,
SH600552,2024-08-16,,,,
SH600483,2024-08-16,,,,
SH601619,2024-08-16,,,,
SZ300455,2024-08-16,,,,
SH600345,2024-08-16,,,,
SZ000006,2024-08-16,,,,
SZ002283,2024-08-16,,,,
SZ000061,2024-08-16,,,,
SZ000059,2024-08-16,,,,
SZ001289,2024-08-16,,,,
SH688538,2024-08-16,,,,
SZ002590,2024-08-16,,,,
SH603699,2024-08-16,,,,
SH603128,2024-08-16,,,,
SH601101,2024-08-16,,,,
SH600848,2024-08-16,,,,
SZ002010,2024-08-16,,,,
SH600633,2024-08-16,,,,
SH600989,2024-08-16,,,,
SH688063,2024-08-16,,,,
SZ300888,2024-08-16,,,,
SH603569,2024-08-16,,,,
SZ002701,2024-08-16,,,,
SH600639,2024-08-16,,,,
SZ300747,2024-08-16,,,,
SZ002612,2024-08-16,,,,
SH601208,2024-08-16,,,,
SH603599,2024-08-16,,,,
SZ002583,2024-08-16,,,,
SZ002902,2024-08-16,,,,
SZ000951,2024-08-16,,,,
SH600868,2024-08-16,,,,
SH601107,2024-08-16,,,,
SH603927,2024-08-16,,,,
SH600390,2024-08-16,,,,
SZ002274,2024-08-16,,,,
SH601200,2024-08-16,,,,
SH600037,2024-08-16,,,,
SZ002324,2024-08-16,,,,
SZ300035,2024-08-16,,,,
SZ002697,2024-08-16,,,,
SH603358,2024-08-16,,,,
SZ300260,2024-08-16,,,,
SH600623,2024-08-16,,,,
SZ002042,2024-08-16,,,,
SH600216,2024-08-16,,,,
SZ000429,2024-08-16,,,,
SZ003005,2024-08-16,,,,
SZ301168,2024-08-16,,,,
SZ002595,2024-08-16,,,,
SZ002797,2024-08-16,,,,
SZ000561,2024-08-16,,,,
SH601598,2024-08-16,,,,
SZ300861,2024-08-16,,,,
SH600787,2024-08-16,,,,
SZ000688,2024-08-16,,,,
SH600710,2024-08-16,,,,
SH601388,2024-08-16,,,,
SH601969,2024-08-16,,,,
SZ300510,2024-08-16,,,,
SZ300036,2024-08-16,,,,
SZ002408,2024-08-16,,,,
SH601222,2024-08-16,,,,
SH600340,2024-08-16,,,,
SZ000488,2024-08-16,,,,
SZ002928,2024-08-16,,,,
SZ000725,2024-08-16,,,,
SH600609,2024-08-16,,,,
SH601579,2024-08-16,,,,
SZ000700,2024-08-16,,,,
SZ300446,2024-08-16,,,,
SZ002218,2024-08-16,,,,
SZ000031,2024-08-16,,,,
SZ002749,2024-08-16,,,,
SZ002488,2024-08-16,,,,
SZ000627,2024-08-16,,,,
SZ002315,2024-08-16,,,,
SH600877,2024-08-16,,,,
SZ002785,2024-08-16,,,,
SZ001330,2024-08-16,,,,
SH600963,2024-08-16,,,,
SZ300497,2024-08-16,,,,
SH600986,2024-08-16,,,,
SH600728,2024-08-16,,,,
SH601890,2024-08-16,,,,
SH600138,2024-08-16,,,,
SH600238,2024-08-16,,,,
SZ002383,2024-08-16,,,,
SH603619,2024-08-16,,,,
SZ301030,2024-08-16,,,,
SZ000990,2024-08-16,,,,
SZ300037,2024-08-16,,,,
SZ002145,2024-08-16,,,,
SH603067,2024-08-16,,,,
SZ000811,2024-08-16,,,,
SZ002245,2024-08-16,,,,
SH603236,2024-08-16,,,,
SZ000720,2024-08-16,,,,
SZ300065,2024-08-16,,,,
SH603369,2024-08-16,,,,
SZ300140,2024-08-16,,,,
SZ000065,2024-08-16,,,,
SH600531,2024-08-16,,,,
SH600446,2024-08-16,,,,
SZ300315,2024-08-16,,,,
SH603197,2024-08-16,,,,
SZ000935,2024-08-16,,,,
SH601399,2024-08-16,,,,
SZ002705,2024-08-16,,,,
SH600535,2024-08-16,,,,
SZ301239,2024-08-16,,,,
SZ000401,2024-08-16,,,,
SZ000777,2024-08-16,,,,
SH603960,2024-08-16,,,,
SZ002716,2024-08-16,,,,
SZ002127,2024-08-16,,,,
SH600271,2024-08-16,,,,
SZ002329,2024-08-16,,,,
SH601163,2024-08-16,,,,
SH600210,2024-08-16,,,,
SZ300263,2024-08-16,,,,
SZ300487,2024-08-16,,,,
SZ002153,2024-08-16,,,,
SZ002239,2024-08-16,,,,
SH600827,2024-08-16,,,,
SZ300454,2024-08-16,,,,
SH601702,2024-08-16,,,,
SZ300010,2024-08-16,,,,
SH600959,2024-08-16,,,,
SZ002550,2024-08-16,,,,
SZ002378,2024-08-16,,,,
SZ002651,2024-08-16,,,,
SZ000830,2024-08-16,,,,
SH600871,2024-08-16,,,,
SZ001376,2024-08-16,,,,
SZ002453,2024-08-16,,,,
SZ300034,2024-08-16,,,,
SZ000718,2024-08-16,,,,
SH601886,2024-08-16,,,,
SH603300,2024-08-16,,,,
SH600966,2024-08-16,,,,
SH603979,2024-08-16,,,,
SZ301339,2024-08-16,,,,
SZ002747,2024-08-16,,,,
SH601633,2024-08-16,,,,
SZ001896,2024-08-16,,,,
SH601908,2024-08-16,,,,
SH688586,2024-08-16,,,,
SZ300027,2024-08-16,,,,
SZ000795,2024-08-16,,,,
SZ300737,2024-08-16,,,,
SZ002081,2024-08-16,,,,
SZ002640,2024-08-16,,,,
SH600675,2024-08-16,,,,
SH688065,2024-08-16,,,,
SH600782,2024-08-16,,,,
SH688116,2024-08-16,,,,
SH600110,2024-08-16,,,,
SH603906,2024-08-16,,,,
SH600126,2024-08-16,,,,
SZ000970,2024-08-16,,,,
SH605009,2024-08-16,,,,
SH603915,2024-08-16,,,,
SZ000685,2024-08-16,,,,
SZ002154,2024-08-16,,,,
SZ002373,2024-08-16,,,,
SH603613,2024-08-16,,,,
SZ000155,2024-08-16,,,,
SH603127,2024-08-16,,,,
SH601011,2024-08-16,,,,
SH600498,2024-08-16,,,,
SH600363,2024-08-16,,,,
SZ301050,2024-08-16,,,,
SH600208,2024-08-16,,,,
SH600179,2024-08-16,,,,
SZ300001,2024-08-16,,,,
SZ002060,2024-08-16,,,,
SZ000821,2024-08-16,,,,
SH600576,2024-08-16,,,,
SZ000709,2024-08-16,,,,
SZ002639,2024-08-16,,,,
SH601816,2024-08-16,,,,
SZ002859,2024-08-16,,,,
SH600635,2024-08-16,,,,
SZ002314,2024-08-16,,,,
SZ000883,2024-08-16,,,,
SH603997,2024-08-16,,,,
SZ002254,2024-08-16,,,,
SH601500,2024-08-16,,,,
SZ000758,2024-08-16,,,,
SZ002126,2024-08-16,,,,
SH688311,2024-08-16,,,,
SZ002250,2024-08-16,,,,
SH600225,2024-08-16,,,,
SZ002266,2024-08-16,,,,
SZ000903,2024-08-16,,,,
SZ002668,2024-08-16,,,,
SH600583,2024-08-16,,,,
SH603103,2024-08-16,,,,
SH600236,2024-08-16,,,,
SH601456,2024-08-16,,,,
SH600491,2024-08-16,,,,
SZ002068,2024-08-16,,,,
SZ002991,2024-08-16,,,,
SZ002301,2024-08-16,,,,
SZ300975,2024-08-16,,,,
SH600882,2024-08-16,,,,
SH600708,2024-08-16,,,,
SZ300093,2024-08-16,,,,
SH600688,2024-08-16,,,,
SZ300757,2024-08-16,,,,
SZ300142,2024-08-16,,,,
SZ300416,2024-08-16,,,,
SZ300459,2024-08-16,,,,
SH603687,2024-08-16,,,,
SZ002125,2024-08-16,,,,
SH688515,2024-08-16,,,,
SZ002556,2024-08-16,,,,
SH603863,2024-08-16,,,,
SZ301487,2024-08-16,,,,
SZ002249,2024-08-16,,,,
SH600389,2024-08-16,,,,
SZ300068,2024-08-16,,,,
SH600361,2024-08-16,,,,
SH600343,2024-08-16,,,,
SZ002123,2024-08-16,,,,
SZ002061,2024-08-16,,,,
SH603169,2024-08-16,,,,
SZ000592,2024-08-16,,,,
SZ000966,2024-08-16,,,,
SZ002039,2024-08-16,,,,
SH601019,2024-08-16,,,,
SZ301236,2024-08-16,,,,
SH603162,2024-08-16,,,,
SZ301500,2024-08-16,,,,
SH688037,2024-08-16,,,,
SZ300842,2024-08-16,,,,
SZ000928,2024-08-16,,,,
SZ301383,2024-08-16,,,,
SH600106,2024-08-16,,,,
SZ002500,2024-08-16,,,,
SH600655,2024-08-16,,,,
SZ000581,2024-08-16,,,,
SZ002563,2024-08-16,,,,
SZ002967,2024-08-16,,,,
SH601828,2024-08-16,,,,
SH603826,2024-08-16,,,,
SZ000837,2024-08-16,,,,
SZ000686,2024-08-16,,,,
SH601216,2024-08-16,,,,
SH600968,2024-08-16,,,,
SZ002608,2024-08-16,,,,
SZ000672,2024-08-16,,,,
SH600211,2024-08-16,,,,
SZ301171,2024-08-16,,,,
SZ300349,2024-08-16,,,,
SZ002252,2024-08-16,,,,
SH600909,2024-08-16,,,,
SH603396,2024-08-16,,,,
SH603589,2024-08-16,,,,
SZ000552,2024-08-16,,,,
SH600529,2024-08-16,,,,
SZ002400,2024-08-16,,,,
SZ300832,2024-08-16,,,,
SZ301517,2024-08-16,,,,
SZ300327,2024-08-16,,,,
SZ300210,2024-08-16,,,,
SZ301526,2024-08-16,,,,
SH600409,2024-08-16,,,,
SZ000949,2024-08-16,,,,
SZ002567,2024-08-16,,,,
SH688388,2024-08-16,,,,
SZ002498,2024-08-16,,,,
SZ300244,2024-08-16,,,,
SH603866,2024-08-16,,,,
SH600528,2024-08-16,,,,
SH600477,2024-08-16,,,,
SZ002497,2024-08-16,,,,
SH600667,2024-08-16,,,,
SH603218,2024-08-16,,,,
SZ000785,2024-08-16,,,,
SZ300413,2024-08-16,,,,
SZ300393,2024-08-16,,,,
SH603508,2024-08-16,,,,
SZ002519,2024-08-16,,,,
SZ002195,2024-08-16,,,,
SH600064,2024-08-16,,,,
SZ002063,2024-08-16,,,,
SZ301486,2024-08-16,,,,
SZ000596,2024-08-16,,,,
SH600755,2024-08-16,,,,
SH600816,2024-08-16,,,,
SH600266,2024-08-16,,,,
SH688498,2024-08-16,,,,
SH600801,2024-08-16,,,,
SH688598,2024-08-16,,,,
SZ002183,2024-08-16,,,,
SH688396,2024-08-16,,,,
SH603063,2024-08-16,,,,
SH600629,2024-08-16,,,,
SH600459,2024-08-16,,,,
SH601929,2024-08-16,,,,
SZ002966,2024-08-16,,,,
SZ300504,2024-08-16,,,,
SZ301078,2024-08-16,,,,
SH600597,2024-08-16,,,,
SZ002312,2024-08-16,,,,
SH688779,2024-08-16,,,,
SH600377,2024-08-16,,,,
SH688153,2024-08-16,,,,
SH601139,2024-08-16,,,,
SZ000683,2024-08-16,,,,
SZ300601,2024-08-16,,,,
SZ300442,2024-08-16,,,,
SZ002031,2024-08-16,,,,
SZ300161,2024-08-16,,,,
SZ002226,2024-08-16,,,,
SH600546,2024-08-16,,,,
SH600522,2024-08-16,,,,
SZ002717,2024-08-16,,,,
SZ301238,2024-08-16,,,,
SZ002706,2024-08-16,,,,
SH600100,2024-08-16,,,,
SZ000839,2024-08-16,,,,
SZ300552,2024-08-16,,,,
SZ002518,2024-08-16,,,,
SZ301080,2024-08-16,,,,
SH601126,2024-08-16,,,,
SZ002167,2024-08-16,,,,
SZ000090,2024-08-16,,,,
SZ300666,2024-08-16,,,,
SZ002906,2024-08-16,,,,
SH600637,2024-08-16,,,,
SH688033,2024-08-16,,,,
SZ002426,2024-08-16,,,,
SZ003022,2024-08-16,,,,
SH603305,2024-08-16,,,,
SZ002053,2024-08-16,,,,
SH600201,2024-08-16,,,,
SH600610,2024-08-16,,,,
SH600562,2024-08-16,,,,
SZ000959,2024-08-16,,,,
SH600199,2024-08-16,,,,
SZ002960,2024-08-16,,,,
SZ300280,2024-08-16,,,,
SH688631,2024-08-16,,,,
SZ002064,2024-08-16,,,,
SZ000563,2024-08-16,,,,
SH600507,2024-08-16,,,,
SZ300390,2024-08-16,,,,
SZ300072,2024-08-16,,,,
SZ000008,2024-08-16,,,,
SZ301221,2024-08-16,,,,
SH600310,2024-08-16,,,,
SZ300527,2024-08-16,,,,
SZ002185,2024-08-16,,,,
SH601118,2024-08-16,,,,
SZ300855,2024-08-16,,,,
SZ300783,2024-08-16,,,,
SH603609,2024-08-16,,,,
SH688425,2024-08-16,,,,
SH605007,2024-08-16,,,,
SH600328,2024-08-16,,,,
SZ001287,2024-08-16,,,,
SZ300146,2024-08-16,,,,
SH603212,2024-08-16,,,,
SH600072,2024-08-16,,,,
SZ002851,2024-08-16,,,,
SZ000957,2024-08-16,,,,
SZ000868,2024-08-16,,,,
SH601880,2024-08-16,,,,
SZ000550,2024-08-16,,,,
SH603043,2024-08-16,,,,
SZ002936,2024-08-16,,,,
SZ300357,2024-08-16,,,,
SZ300366,2024-08-16,,,,
SH688126,2024-08-16,,,,
SZ000997,2024-08-16,,,,
SZ000893,2024-08-16,,,,
SH600602,2024-08-16,,,,
SH688361,2024-08-16,,,,
SH600487,2024-08-16,,,,
SH600640,2024-08-16,,,,
SZ000600,2024-08-16,,,,
SZ300177,2024-08-16,,,,
SH600567,2024-08-16,,,,
SZ002246,2024-08-16,,,,
SZ000825,2024-08-16,,,,
SZ000729,2024-08-16,,,,
SH688339,2024-08-16,,,,
SZ002791,2024-08-16,,,,
SZ001301,2024-08-16,,,,
SH600516,2024-08-16,,,,
SH600941,2024-08-16,,,,
SZ301155,2024-08-16,,,,
SH603077,2024-08-16,,,,
SH688131,2024-08-16,,,,
SH603105,2024-08-16,,,,
SZ000860,2024-08-16,,,,
SZ300724,2024-08-16,,,,
SH600612,2024-08-16,,,,
SZ000657,2024-08-16,,,,
SZ000708,2024-08-16,,,,
SZ002714,2024-08-16,,,,
SH600956,2024-08-16,,,,
SH600480,2024-08-16,,,,
SH688690,2024-08-16,,,,
SZ000877,2024-08-16,,,,
SZ002455,2024-08-16,,,,
SZ000682,2024-08-16,,,,
SH600258,2024-08-16,,,,
SH601567,2024-08-16,,,,
SZ300316,2024-08-16,,,,
SH600598,2024-08-16,,,,
SH600116,2024-08-16,,,,
SH600032,2024-08-16,,,,
SH688141,2024-08-16,,,,
SH601066,2024-08-16,,,,
SH601898,2024-08-16,,,,
SH603279,2024-08-16,,,,
SH600063,2024-08-16,,,,
SH600649,2024-08-16,,,,
SH600906,2024-08-16,,,,
SH601958,2024-08-16,,,,
SH600888,2024-08-16,,,,
SH688017,2024-08-16,,,,
SH600315,2024-08-16,,,,
SZ300252,2024-08-16,,,,
SH600309,2024-08-16,,,,
SH600233,2024-08-16,,,,
SH600961,2024-08-16,,,,
SH601718,2024-08-16,,,,
SZ002256,2024-08-16,,,,
SZ003035,2024-08-16,,,,
SZ002276,2024-08-16,,,,
SH600977,2024-08-16,,,,
SH601991,2024-08-16,,,,
SZ000930,2024-08-16,,,,
SZ002151,2024-08-16,,,,
SH603801,2024-08-16,,,,
SZ002832,2024-08-16,,,,
SH605589,2024-08-16,,,,
SZ000537,2024-08-16,,,,
SZ002508,2024-08-16,,,,
SZ300910,2024-08-16,,,,
SH600705,2024-08-16,,,,
SH603985,2024-08-16,,,,
SZ000420,2024-08-16,,,,
SZ301260,2024-08-16,,,,
SZ000039,2024-08-16,,,,
SH688270,2024-08-16,,,,
SZ300130,2024-08-16,,,,
SH600536,2024-08-16,,,,
SH601198,2024-08-16,,,,
SZ300662,2024-08-16,,,,
SH600517,2024-08-16,,,,
SZ002487,2024-08-16,,,,
SZ000539,2024-08-16,,,,
SZ300919,2024-08-16,,,,
SZ002895,2024-08-16,,,,
SH600895,2024-08-16,,,,
SZ002617,2024-08-16,,,,
SZ300379,2024-08-16,,,,
SZ002182,2024-08-16,,,,
SH600864,2024-08-16,,,,
SZ300972,2024-08-16,,,,
SZ000736,2024-08-16,,,,
SZ002736,2024-08-16,,,,
SZ300058,2024-08-16,,,,
SZ002368,2024-08-16,,,,
SH600499,2024-08-16,,,,
SH601992,2024-08-16,,,,
SH600141,2024-08-16,,,,
SZ002625,2024-08-16,,,,
SZ002506,2024-08-16,,,,
SZ002015,2024-08-16,,,,
SH600111,2024-08-16,,,,
SZ002585,2024-08-16,,,,
SH600808,2024-08-16,,,,
SZ300740,2024-08-16,,,,
SH600346,2024-08-16,,,,
SH601727,2024-08-16,,,,
SH600739,2024-08-16,,,,
SZ002531,2024-08-16,,,,
SH601059,2024-08-16,,,,
SZ300973,2024-08-16,,,,
SZ002050,2024-08-16,,,,
SZ000791,2024-08-16,,,,
SZ002204,2024-08-16,,,,
SZ000166,2024-08-16,,,,
SH600729,2024-08-16,,,,
SH688111,2024-08-16,,,,
SZ000422,2024-08-16,,,,
SZ300144,2024-08-16,,,,
SH600038,2024-08-16,,,,
SH688561,2024-08-16,,,,
SH601137,2024-08-16,,,,
SH601236,2024-08-16,,,,
SH600348,2024-08-16,,,,
SZ300094,2024-08-16,,,,
SH605090,2024-08-16,,,,
SZ002131,2024-08-16,,,,
SH688027,2024-08-16,,,,
SZ300101,2024-08-16,,,,
SZ000603,2024-08-16,,,,
SH600155,2024-08-16,,,,
SZ301091,2024-08-16,,,,
SH601108,2024-08-16,,,,
SZ001270,2024-08-16,,,,
SH600089,2024-08-16,,,,
SZ002046,2024-08-16,,,,
SZ001314,2024-08-16,,,,
SZ300397,2024-08-16,,,,
SZ000035,2024-08-16,,,,
SH600171,2024-08-16,,,,
SZ000415,2024-08-16,,,,
SZ300118,2024-08-16,,,,
SH603225,2024-08-16,,,,
SZ002416,2024-08-16,,,,
SZ000998,2024-08-16,,,,
SZ000829,2024-08-16,,,,
SZ002202,2024-08-16,,,,
SH603000,2024-08-16,,,,
SZ002270,2024-08-16,,,,
SZ300017,2024-08-16,,,,
SZ000572,2024-08-16,,,,
SH600699,2024-08-16,,,,
SH603606,2024-08-16,,,,
SH600745,2024-08-16,,,,
SH601696,2024-08-16,,,,
SH601390,2024-08-16,,,,
SH603939,2024-08-16,,,,
SH600352,2024-08-16,,,,
SZ002843,2024-08-16,,,,
SZ000612,2024-08-16,,,,
SZ000810,2024-08-16,,,,
SZ300722,2024-08-16,,,,
SH600754,2024-08-16,,,,
SH600537,2024-08-16,,,,
SH600732,2024-08-16,,,,
SZ002939,2024-08-16,,,,
SH600588,2024-08-16,,,,
SH603160,2024-08-16,,,,
SH603118,2024-08-16,,,,
SZ300773,2024-08-16,,,,
SZ002176,2024-08-16,,,,
SZ000750,2024-08-16,,,,
SZ300627,2024-08-16,,,,
SH600143,2024-08-16,,,,
SZ000728,2024-08-16,,,,
SZ002941,2024-08-16,,,,
SH600578,2024-08-16,,,,
SZ300793,2024-08-16,,,,
SZ300364,2024-08-16,,,,
SZ002027,2024-08-16,,,,
SH603399,2024-08-16,,,,
SZ301498,2024-08-16,,,,
SH603737,2024-08-16,,,,
SZ300287,2024-08-16,,,,
SH600884,2024-08-16,,,,
SZ002111,2024-08-16,,,,
SH600461,2024-08-16,,,,
SH601377,2024-08-16,,,,
SZ000818,2024-08-16,,,,
SZ300045,2024-08-16,,,,
SZ002212,2024-08-16,,,,
SZ300682,2024-08-16,,,,
SH600817,2024-08-16,,,,
SZ002501,2024-08-16,,,,
SZ001337,2024-08-16,,,,
SZ002683,2024-08-16,,,,
SZ000801,2024-08-16,,,,
SH600323,2024-08-16,,,,
SZ000402,2024-08-16,,,,
SH600673,2024-08-16,,,,
SH600088,2024-08-16,,,,
SZ002507,2024-08-16,,,,
SZ300857,2024-08-16,,,,
SZ300342,2024-08-16,,,,
SZ002430,2024-08-16,,,,
SZ000778,2024-08-16,,,,
SZ002097,2024-08-16,,,,
SH688556,2024-08-16,,,,
SH600008,2024-08-16,,,,
SH600185,2024-08-16,,,,
SH600006,2024-08-16,,,,
SH600566,2024-08-16,,,,
SH688122,2024-08-16,,,,
SH601375,2024-08-16,,,,
SH600426,2024-08-16,,,,
SH600497,2024-08-16,,,,
SH688066,2024-08-16,,,,
SH688005,2024-08-16,,,,
SH600325,2024-08-16,,,,
SH688008,2024-08-16,,,,
SZ002673,2024-08-16,,,,
SH600398,2024-08-16,,,,
SZ300180,2024-08-16,,,,
SZ002080,2024-08-16,,,,
SH600958,2024-08-16,,,,
SZ002624,2024-08-16,,,,
SH600436,2024-08-16,,,,
SZ002407,2024-08-16,,,,
SZ000876,2024-08-16,,,,
SH600863,2024-08-16,,,,
SH601128,2024-08-16,,,,
SH688363,2024-08-16,,,,
SZ002120,2024-08-16,,,,
SH600295,2024-08-16,,,,
SZ000066,2024-08-16,,,,
SZ002077,2024-08-16,,,,
SH603588,2024-08-16,,,,
SZ000878,2024-08-16,,,,
SZ000800,2024-08-16,,,,
SZ000032,2024-08-16,,,,
SH601233,2024-08-16,,,,
SH601212,2024-08-16,,,,
SZ300223,2024-08-16,,,,
SH600114,2024-08-16,,,,
SZ300896,2024-08-16,,,,
SZ000762,2024-08-16,,,,
SZ000807,2024-08-16,,,,
SZ300551,2024-08-16,,,,
SZ002865,2024-08-16,,,,
SZ002727,2024-08-16,,,,
SH601608,2024-08-16,,,,
SZ000543,2024-08-16,,,,
SZ000063,2024-08-16,,,,
SH688578,2024-08-16,,,,
SZ000408,2024-08-16,,,,
SZ002340,2024-08-16,,,,
SZ300457,2024-08-16,,,,
SH688516,2024-08-16,,,,
SZ002100,2024-08-16,,,,
SZ300693,2024-08-16,,,,
SZ300284,2024-08-16,,,,
SH600153,2024-08-16,,,,
SH603799,2024-08-16,,,,
SZ002541,2024-08-16,,,,
SZ300395,2024-08-16,,,,
SZ000690,2024-08-16,,,,
SH603486,2024-08-16,,,,
SH688009,2024-08-16,,,,
SZ002568,2024-08-16,,,,
SZ002821,2024-08-16,,,,
SH601333,2024-08-16,,,,
SZ300726,2024-08-16,,,,
SH601666,2024-08-16,,,,
SZ002761,2024-08-16,,,,
SH600547,2024-08-16,,,,
SH603885,2024-08-16,,,,
SZ300458,2024-08-16,,,,
SZ002171,2024-08-16,,,,
SZ002428,2024-08-16,,,,
SH600166,2024-08-16,,,,
SZ300075,2024-08-16,,,,
SZ002240,2024-08-16,,,,
SH600004,2024-08-16,,,,
SH688766,2024-08-16,,,,
SH600157,2024-08-16,,,,
SZ300576,2024-08-16,,,,
SZ002023,2024-08-16,,,,
SH600369,2024-08-16,,,,
SZ000560,2024-08-16,,,,
SZ000799,2024-08-16,,,,
SZ300168,2024-08-16,,,,
SZ000895,2024-08-16,,,,
SH603393,2024-08-16,,,,
SZ002229,2024-08-16,,,,
SH603267,2024-08-16,,,,
SZ002557,2024-08-16,,,,
SH600177,2024-08-16,,,,
SZ300123,2024-08-16,,,,
SZ301312,2024-08-16,,,,
SZ000069,2024-08-16,,,,
SZ002268,2024-08-16,,,,
SH600481,2024-08-16,,,,
SH601021,2024-08-16,,,,
SZ002422,2024-08-16,,,,
SH688728,2024-08-16,,,,
SZ002517,2024-08-16,,,,
SZ000932,2024-08-16,,,,
SH601211,2024-08-16,,,,
SH600490,2024-08-16,,,,
